CLF_0,CLF_1,CLF_2,CLF_3,LABEL
39,39,16,28,39
39,39,15,39,39
39,39,16,39,39
27,39,27,4,39
39,39,18,39,39
39,39,27,39,39
18,39,21,37,39
39,39,16,28,39
1,39,39,27,39
39,39,16,39,39
38,39,39,18,39
39,39,24,39,39
39,39,21,39,39
1,39,39,24,39
39,39,17,39,39
14,39,39,27,39
17,39,39,28,39
39,39,17,39,39
9,39,16,26,39
3,39,24,39,39
4,39,39,20,39
39,39,21,39,39
39,39,39,39,39
39,39,21,39,39
39,39,39,39,39
1,39,39,13,39
39,39,18,39,39
38,39,39,39,39
27,39,18,27,39
34,39,18,39,39
13,39,16,19,39
39,39,18,39,39
39,39,17,39,39
39,39,39,39,39
16,16,18,39,39
8,39,39,39,39
39,39,39,39,39
27,39,27,39,39
5,39,39,39,39
39,39,16,39,39
27,39,39,18,39
39,39,18,19,39
39,39,18,39,39
14,39,18,15,39
16,39,17,13,39
8,39,39,39,39
39,39,17,39,39
29,39,39,8,39
39,39,24,39,39
39,39,21,39,39
39,39,17,39,39
25,39,18,23,39
4,39,39,39,39
39,39,21,39,39
39,39,17,39,39
39,39,17,39,39
19,39,39,27,39
23,39,17,28,39
39,39,39,39,39
39,39,18,39,39
27,39,39,20,39
39,39,39,39,39
5,39,39,27,39
39,39,24,39,39
39,39,39,21,39
4,39,39,19,39
39,39,16,39,39
39,39,15,39,39
38,39,39,13,39
39,39,39,39,39
39,39,17,39,39
39,39,24,39,39
39,39,15,39,39
39,39,39,39,39
23,39,24,39,39
39,39,17,39,39
39,39,16,39,39
39,39,17,39,39
28,39,39,39,39
39,39,39,39,39
16,39,18,16,39
39,39,18,39,39
7,39,21,39,39
39,39,18,39,39
37,39,18,25,39
2,39,39,39,39
39,39,17,39,39
21,39,39,21,39
39,39,17,39,39
39,39,18,39,39
9,39,39,39,39
39,39,39,39,39
39,39,24,39,39
39,39,18,39,39
25,39,18,28,39
39,39,39,39,39
39,39,39,39,39
39,39,18,39,39
32,39,39,39,39
39,39,24,39,39
27,39,39,39,39
1,39,39,19,39
27,39,39,27,39
39,39,24,39,39
39,39,39,39,39
13,39,39,15,39
29,39,39,39,39
39,39,16,39,39
39,39,18,39,39
18,39,39,39,39
27,39,39,12,39
18,39,16,28,39
16,39,17,16,39
36,39,17,36,39
17,39,18,39,39
39,39,39,39,39
8,39,39,39,39
39,39,17,39,39
39,39,39,39,39
21,39,39,19,39
39,39,16,28,39
39,39,17,13,39
39,39,18,39,39
23,39,15,39,39
16,39,18,39,39
27,39,39,27,39
38,39,27,39,39
38,39,39,14,39
39,39,17,39,39
23,39,39,39,39
39,39,17,39,39
2,39,17,18,39
39,39,39,39,39
16,39,18,39,39
30,39,27,39,39
39,39,16,39,39
39,39,16,39,39
2,39,39,15,39
39,39,16,39,39
16,39,18,39,39
5,39,39,36,39
39,39,39,39,39
39,21,27,28,39
38,39,39,17,39
39,39,15,39,39
3,39,24,39,39
5,39,39,19,39
27,39,39,19,39
27,39,39,39,39
27,39,39,27,39
39,39,18,39,39
28,39,18,25,39
39,39,16,39,39
39,21,18,28,39
29,39,16,39,39
3,39,24,39,39
12,39,17,12,39
39,39,39,39,39
39,39,24,39,39
5,39,39,19,39
39,39,16,39,39
39,39,39,21,39
39,39,17,39,39
2,39,21,39,39
39,39,18,39,39
39,39,39,39,39
16,39,17,39,39
33,39,17,39,39
21,21,39,28,39
39,39,16,39,39
32,39,21,39,39
39,39,21,39,39
39,39,39,39,39
39,39,39,39,39
39,39,17,4,39
39,39,18,39,39
6,39,16,39,39
39,39,21,39,39
26,39,17,39,39
1,39,39,13,39
28,39,17,39,39
39,39,27,39,39
17,39,24,17,39
39,39,18,39,39
21,39,39,13,39
36,39,39,39,39
39,39,39,39,39
39,39,17,39,39
39,39,15,39,39
23,39,16,25,39
39,39,39,39,39
4,39,39,39,39
9,39,17,13,39
39,39,24,39,39
39,39,17,39,39
39,39,15,39,39
39,39,17,39,39
39,39,18,39,39
30,39,18,39,39
0,39,18,39,39
39,39,18,39,39
5,39,39,39,39
39,39,16,39,39
39,39,17,39,39
4,39,39,28,39
27,39,39,39,39
1,39,39,39,39
39,39,15,39,39
37,39,39,13,39
39,39,16,28,39
39,39,24,18,39
8,39,39,29,39
39,39,17,39,39
39,39,15,39,39
13,39,17,14,39
9,39,17,39,39
17,39,24,39,39
3,39,16,28,39
18,39,17,16,39
28,39,27,27,39
39,39,18,39,39
23,39,17,39,39
4,39,17,39,39
13,39,16,13,39
1,39,39,39,39
39,39,17,39,39
39,39,18,39,39
6,39,27,39,39
23,39,21,23,39
39,39,39,39,39
39,39,17,39,39
39,39,18,39,39
39,39,15,39,39
39,39,39,39,39
27,39,39,13,39
39,39,16,39,39
8,39,39,39,39
28,39,17,28,39
38,39,39,23,39
8,39,39,39,39
39,39,21,39,39
25,39,17,28,39
18,39,39,39,39
16,39,39,28,39
27,39,27,27,39
18,39,27,13,39
39,39,24,39,39
23,39,21,39,39
39,39,17,39,39
39,39,16,28,39
18,39,24,39,39
26,39,39,19,39
39,39,39,13,39
13,39,24,39,39
14,39,27,27,39
32,39,18,18,39
39,39,39,27,39
11,14,17,16,39
39,39,16,39,39
14,19,24,13,39
37,39,39,39,39
16,16,17,28,39
39,39,15,39,39
39,39,39,39,39
39,39,24,39,39
22,39,39,22,39
25,39,16,23,39
39,39,15,39,39
22,39,39,21,39
39,39,18,39,39
8,39,39,39,39
12,39,39,27,39
39,39,17,39,39
39,39,39,39,39
38,39,27,39,39
27,39,39,39,39
39,39,24,4,39
28,39,17,28,39
39,39,39,13,39
39,39,17,39,39
39,39,39,39,39
8,39,39,39,39
39,39,39,39,39
39,39,27,39,39
13,39,39,39,39
27,39,39,39,39
27,39,27,39,39
39,39,24,39,39
8,39,39,14,39
39,39,17,39,39
39,39,18,39,39
23,39,24,39,39
4,39,39,15,39
22,39,16,13,39
9,39,16,26,39
7,39,21,39,39
2,39,15,16,39
13,39,24,19,39
4,39,39,28,39
39,39,24,18,39
39,39,39,31,39
25,39,17,26,39
32,39,15,39,39
8,39,39,18,39
39,39,17,39,39
39,39,15,39,39
8,39,39,8,39
39,39,18,39,39
14,39,27,13,39
36,39,39,39,39
7,39,24,39,39
12,39,27,39,39
27,39,27,13,39
22,39,39,39,39
2,39,39,39,39
39,39,17,39,39
39,39,39,39,39
38,39,27,39,39
39,39,16,39,39
28,28,16,28,39
8,39,39,8,39
39,39,17,39,39
11,39,39,39,39
39,39,17,39,39
16,39,18,39,39
39,39,39,39,39
39,39,24,39,39
15,39,39,28,39
39,39,17,39,39
39,39,39,39,39
39,39,18,39,39
39,39,39,23,39
25,25,17,39,39
39,39,27,39,39
16,39,21,14,39
39,39,17,28,39
16,39,17,39,39
39,39,17,39,39
39,39,18,39,39
39,39,18,27,39
27,39,39,39,39
18,39,39,39,39
21,39,39,19,39
13,39,39,39,39
39,39,16,39,39
39,39,17,14,39
14,39,39,39,39
39,39,39,39,39
39,39,24,39,39
8,39,39,0,39
39,39,16,39,39
38,39,27,39,39
5,39,39,18,39
34,39,27,24,39
32,39,24,39,39
32,39,39,14,39
39,39,39,3,39
39,39,15,23,39
7,39,21,39,39
4,39,39,13,39
22,39,27,39,39
39,39,24,39,39
39,39,39,39,39
39,39,17,39,39
39,39,17,39,39
39,39,39,39,39
35,39,18,26,39
26,39,23,14,39
25,39,39,27,39
16,39,16,39,39
39,39,24,39,39
39,39,17,28,39
39,39,18,39,39
39,39,17,39,39
14,39,39,39,39
27,39,16,39,39
39,39,18,39,39
16,39,16,39,39
16,39,18,39,39
21,39,39,39,39
39,39,39,39,39
37,39,39,39,39
25,39,18,39,39
39,39,15,39,39
39,39,17,39,39
39,39,39,28,39
18,39,21,39,39
39,39,17,39,39
39,39,39,39,39
38,39,39,39,39
39,39,15,39,39
21,39,27,39,39
2,39,24,23,39
21,39,17,39,39
17,39,27,27,39
39,39,18,39,39
8,39,39,21,39
39,39,17,39,39
39,39,24,39,39
39,39,27,14,39
27,39,39,12,39
39,39,39,39,39
32,39,24,39,39
39,39,24,39,39
27,39,39,13,39
39,39,39,39,39
29,39,39,39,39
14,39,13,14,39
39,39,17,39,39
38,39,27,27,39
7,39,24,3,39
39,39,17,39,39
39,39,39,39,39
39,39,17,13,39
28,39,17,28,39
39,39,39,39,39
13,39,16,25,39
39,39,39,39,39
39,39,39,36,39
39,39,15,39,39
16,39,17,39,39
39,39,18,39,39
23,39,24,39,39
39,39,18,39,39
39,39,39,39,39
18,39,21,39,39
19,39,39,19,39
3,39,15,39,39
39,39,16,39,39
8,39,39,18,39
3,39,21,39,39
39,39,18,13,39
2,39,21,39,39
18,39,17,39,39
16,16,15,28,39
23,39,18,39,39
39,39,39,39,39
25,39,17,28,39
32,39,24,39,39
39,39,15,39,39
14,39,16,14,39
39,39,17,39,39
37,39,17,39,39
39,39,17,23,39
39,39,16,39,39
25,39,17,28,39
39,39,24,39,39
23,39,18,25,39
25,39,16,23,39
27,39,39,27,39
39,39,16,39,39
39,39,39,39,39
39,39,18,39,39
39,39,17,39,39
15,39,39,28,39
39,39,27,39,39
28,39,16,28,39
18,39,15,39,39
2,39,21,39,39
11,39,16,23,39
39,39,18,39,39
6,39,17,39,39
24,39,16,13,39
36,39,17,34,39
39,39,17,39,39
39,39,18,39,39
18,39,24,18,39
39,39,27,25,39
39,39,18,39,39
8,27,27,39,39
23,39,17,39,39
39,39,24,39,39
32,39,39,17,39
14,39,39,12,39
37,39,27,25,39
8,39,39,18,39
1,39,27,27,39
39,39,39,39,39
23,39,24,39,39
2,39,15,39,39
39,39,18,39,39
38,39,39,13,39
32,39,24,39,39
39,39,24,39,39
39,39,39,39,39
18,39,24,18,39
38,39,27,18,39
39,39,16,39,39
39,39,15,23,39
29,39,18,16,39
39,39,17,39,39
39,39,39,39,39
15,39,18,13,39
32,39,24,14,39
39,39,17,39,39
16,39,17,39,39
39,39,17,39,39
39,39,15,39,39
39,39,17,39,39
39,39,17,39,39
16,39,17,14,39
39,39,39,39,39
39,39,17,23,39
16,27,39,28,39
14,39,39,14,39
8,39,16,18,39
39,39,21,39,39
27,39,39,39,39
38,39,39,39,39
27,39,39,39,39
39,39,16,39,39
8,39,17,8,39
39,39,39,39,39
39,39,17,13,39
27,13,15,13,39
39,39,24,39,39
13,39,18,39,39
39,39,15,39,39
25,39,18,39,39
39,39,17,39,39
32,39,17,39,39
28,39,17,20,39
13,39,16,23,39
27,39,39,20,39
33,39,39,39,39
23,39,39,34,39
13,39,39,13,39
3,39,15,39,39
27,39,27,39,39
39,39,39,39,39
39,39,17,39,39
39,39,17,39,39
33,39,16,39,39
39,39,39,39,39
11,39,39,13,39
39,39,18,39,39
39,39,39,39,39
23,39,18,39,39
39,39,15,39,39
17,39,18,28,39
0,39,17,39,39
27,39,39,39,39
39,39,17,39,39
23,39,18,13,39
23,39,18,39,39
11,39,39,39,39
18,39,17,23,39
6,39,21,14,39
32,39,27,39,39
2,39,21,39,39
39,39,24,39,39
39,39,16,39,39
39,39,17,39,39
16,39,16,23,39
39,39,23,39,39
21,39,39,19,39
39,39,24,39,39
39,39,39,28,39
39,39,24,39,39
16,39,24,17,39
0,39,17,13,39
39,39,16,39,39
14,14,17,14,39
39,39,18,39,39
27,39,16,39,39
39,39,39,39,39
39,39,16,39,39
39,39,18,28,39
39,39,39,13,39
39,39,24,39,39
8,39,39,29,39
39,39,17,39,39
11,39,24,39,39
39,39,39,39,39
39,39,18,39,39
25,39,17,28,39
39,39,18,39,39
31,39,17,7,39
39,39,18,39,39
8,39,15,39,39
39,39,18,39,39
39,39,39,39,39
2,39,16,2,39
3,39,24,39,39
39,39,39,39,39
39,39,15,39,39
39,39,39,39,39
24,39,39,19,39
21,39,39,19,39
29,39,21,39,39
32,39,27,14,39
39,39,24,39,39
1,39,39,39,39
39,39,18,39,39
39,39,27,39,39
39,39,17,39,39
39,39,18,39,39
19,39,39,39,39
15,39,27,14,39
39,39,39,27,39
39,39,17,39,39
39,39,17,39,39
5,39,39,12,39
4,39,39,28,39
23,39,27,39,39
27,39,27,18,39
39,39,39,39,39
5,39,39,13,39
35,39,16,22,39
39,39,27,39,39
39,39,21,39,39
39,39,21,39,39
39,39,18,39,39
39,39,39,39,39
39,39,39,39,39
3,39,24,39,39
16,39,17,39,39
32,39,24,39,39
39,39,17,39,39
25,39,16,28,39
16,39,16,39,39
16,39,17,39,39
39,39,24,39,39
39,39,16,26,39
4,39,39,28,39
39,39,17,39,39
39,39,24,39,39
19,39,27,19,39
39,39,39,39,39
27,39,27,20,39
39,39,39,21,39
39,39,18,39,39
39,39,39,39,39
29,39,39,21,39
17,39,39,39,39
2,39,15,39,39
39,39,27,39,39
3,39,21,39,39
13,39,16,13,39
19,39,39,19,39
38,39,39,39,39
27,39,27,27,39
39,39,24,26,39
32,39,17,39,39
39,39,16,39,39
1,39,27,39,39
23,39,17,23,39
13,39,27,39,39
39,39,17,39,39
25,39,17,28,39
39,39,18,39,39
4,39,39,39,39
39,39,24,39,39
39,39,39,39,39
39,39,39,39,39
39,39,16,39,39
39,39,39,39,39
36,39,39,28,39
1,39,39,13,39
39,39,39,20,39
3,39,17,39,39
4,39,27,28,39
39,39,39,12,39
16,16,18,28,39
39,39,17,39,39
2,39,15,39,39
39,39,18,15,39
23,39,17,20,39
39,39,39,27,39
39,39,24,39,39
39,39,39,27,39
21,39,27,21,39
39,39,17,39,39
39,39,16,39,39
39,39,16,39,39
5,39,17,26,39
27,39,27,39,39
39,39,39,39,39
35,39,39,39,39
14,39,39,39,39
28,39,18,28,39
39,39,17,39,39
27,39,17,14,39
2,39,21,39,39
0,39,18,13,39
39,39,39,39,39
39,39,17,23,39
39,39,16,39,39
36,39,17,39,39
18,39,39,18,39
18,39,15,23,39
39,39,17,39,39
2,39,15,39,39
39,39,16,39,39
39,39,39,39,39
25,39,18,13,39
27,39,15,39,39
16,39,16,39,39
25,14,17,25,39
39,39,39,39,39
39,39,17,39,39
32,39,24,14,39
2,39,15,39,39
16,39,39,28,39
22,39,39,39,39
6,39,18,39,39
33,39,39,4,39
39,39,17,39,39
39,39,16,39,39
39,39,39,39,39
27,39,16,39,39
39,39,17,39,39
39,39,21,39,39
28,39,24,39,39
39,39,39,39,39
39,39,39,39,39
39,39,18,39,39
32,39,21,39,39
27,39,39,19,39
39,39,27,26,39
39,39,24,18,39
27,39,17,27,39
39,39,39,20,39
39,39,24,18,39
34,39,27,39,39
39,39,39,39,39
38,39,27,19,39
39,39,15,39,39
29,39,24,39,39
39,39,17,39,39
23,39,15,18,39
14,39,39,13,39
39,39,18,39,39
5,39,39,13,39
21,21,39,28,39
3,39,39,16,39
39,39,16,39,39
39,39,18,26,39
26,39,39,39,39
21,21,27,28,39
39,39,17,39,39
39,39,24,39,39
17,39,24,39,39
26,39,17,18,39
13,39,39,13,39
3,39,24,3,39
39,39,17,39,39
39,39,39,39,39
39,39,17,39,39
39,39,24,39,39
23,39,15,15,39
39,39,17,4,39
8,39,27,27,39
39,39,15,39,39
34,39,18,15,39
39,39,21,23,39
39,39,21,39,39
39,39,39,39,39
12,39,39,39,39
11,39,17,18,39
16,39,18,39,39
36,39,24,39,39
39,39,17,39,39
5,39,39,39,39
27,39,39,39,39
39,39,21,39,39
5,39,39,13,39
27,39,27,20,39
18,39,15,25,39
39,39,39,39,39
27,39,39,19,39
8,39,39,21,39
39,39,18,39,39
33,39,39,15,39
39,39,39,19,39
23,39,39,14,39
39,39,39,39,39
3,39,17,22,39
39,39,27,39,39
7,39,17,39,39
19,39,39,16,39
39,39,39,39,39
39,39,39,39,39
25,39,17,28,39
39,39,17,39,39
39,39,15,39,39
0,39,17,25,39
39,39,16,39,39
39,39,15,39,39
39,39,39,39,39
18,39,24,18,39
1,39,39,19,39
1,39,27,20,39
13,39,39,17,39
39,39,17,39,39
24,39,39,26,39
1,39,39,27,39
9,39,16,13,39
38,39,39,21,39
17,39,16,26,39
27,39,39,19,39
39,39,18,39,39
39,39,17,39,39
34,39,27,24,39
39,39,21,39,39
2,39,21,39,39
16,39,18,16,39
39,39,17,39,39
39,39,39,39,39
26,39,39,24,39
29,39,39,39,39
39,39,18,39,39
9,39,17,23,39
39,39,16,23,39
39,39,39,39,39
39,39,16,39,39
39,39,17,39,39
39,39,17,39,39
31,39,24,39,39
36,39,18,13,39
22,39,39,39,39
25,39,17,39,39
4,39,24,14,39
9,39,16,26,39
39,39,24,39,39
36,39,17,18,39
23,39,17,13,39
18,39,39,39,39
34,39,27,19,39
25,39,17,28,39
18,39,27,39,39
2,39,24,39,39
18,39,27,20,39
16,39,17,39,39
2,39,24,17,39
39,39,24,39,39
13,39,17,23,39
14,39,24,13,39
39,39,39,39,39
39,39,16,39,39
2,39,21,28,39
3,39,17,32,39
12,39,39,39,39
14,39,27,13,39
33,39,17,23,39
30,39,18,27,39
39,39,17,39,39
39,39,21,39,39
39,39,16,39,39
16,39,17,39,39
16,39,17,39,39
39,39,15,39,39
39,39,39,13,39
16,39,16,39,39
39,39,17,39,39
39,39,17,39,39
8,39,27,27,39
5,39,39,24,39
34,39,17,23,39
39,39,16,39,39
17,39,27,28,39
39,39,18,39,39
39,39,39,39,39
39,39,15,14,39
39,39,17,39,39
32,39,24,39,39
16,16,17,28,39
4,39,27,13,39
39,39,18,39,39
39,39,17,39,39
16,39,21,13,39
39,39,24,39,39
23,39,24,39,39
36,39,39,39,39
16,39,16,39,39
39,39,17,39,39
39,39,16,4,39
23,39,18,15,39
39,39,39,39,39
37,39,39,36,39
39,39,24,39,39
39,39,24,39,39
39,39,17,28,39
39,39,21,39,39
8,39,39,8,39
39,39,39,39,39
38,39,27,18,39
28,39,16,39,39
3,39,27,24,39
32,39,39,14,39
39,39,24,39,39
33,39,27,39,39
39,39,16,39,39
20,39,39,39,39
16,39,16,39,39
8,39,27,39,39
38,39,39,13,39
17,39,17,28,39
28,39,24,39,39
39,39,27,24,39
39,39,24,36,39
23,39,17,22,39
27,39,39,39,39
37,39,17,23,39
15,39,27,39,39
8,39,39,8,39
39,39,39,39,39
24,39,27,33,39
23,39,39,28,39
39,39,18,39,39
39,39,18,39,39
28,39,18,13,39
28,39,21,39,39
14,39,27,27,39
39,39,17,39,39
23,39,15,39,39
39,39,39,39,39
39,39,17,28,39
39,39,24,39,39
39,39,17,39,39
39,39,16,39,39
39,39,16,39,39
39,39,18,39,39
27,39,39,39,39
25,39,18,28,39
5,16,16,14,39
15,39,17,13,39
39,39,39,39,39
2,39,24,39,39
39,39,17,39,39
18,39,39,39,39
36,39,16,39,39
26,39,16,39,39
39,39,15,28,39
18,39,39,13,39
37,39,17,39,39
34,39,18,13,39
39,39,16,26,39
38,39,16,39,39
39,39,17,39,39
39,39,39,19,39
39,39,21,39,39
6,39,39,14,39
39,39,15,39,39
39,39,18,39,39
39,39,39,39,39
1,39,27,39,39
39,39,17,16,39
32,39,39,12,39
39,39,16,39,39
13,39,16,20,39
23,39,17,39,39
6,39,16,1,39
28,39,17,28,39
18,27,27,13,39
4,39,27,26,39
39,39,39,39,39
15,39,39,39,39
16,16,17,28,39
39,39,15,39,39
39,39,17,39,39
27,39,39,13,39
39,39,17,39,39
4,39,39,28,39
16,39,21,18,39
16,39,39,39,39
39,39,17,39,39
39,39,24,39,39
16,27,17,28,39
39,39,17,39,39
39,39,18,39,39
39,39,16,39,39
37,39,39,39,39
39,39,24,39,39
17,39,24,17,39
39,39,39,39,39
27,39,16,28,39
8,39,39,39,39
8,39,39,18,39
3,39,24,18,39
39,39,15,39,39
39,39,24,39,39
39,39,24,39,39
11,39,15,39,39
18,39,21,39,39
17,39,39,13,39
30,39,39,12,39
39,39,15,37,39
28,39,16,39,39
39,39,27,39,39
11,39,24,23,39
39,39,17,14,39
39,39,24,28,39
39,39,39,39,39
25,39,17,28,39
27,39,27,39,39
39,39,18,39,39
39,39,15,18,39
39,39,17,39,39
26,39,16,24,39
16,39,18,28,39
39,39,24,39,39
39,39,24,39,39
39,39,17,14,39
39,39,27,26,39
39,39,39,27,39
16,14,24,14,39
39,39,17,39,39
39,39,18,39,39
21,39,39,12,39
28,39,15,14,39
37,39,39,39,39
32,39,27,23,39
39,39,21,39,39
39,39,39,28,39
18,39,39,18,39
39,39,15,39,39
34,39,17,39,39
23,39,18,28,39
11,39,17,16,39
39,39,39,39,39
39,39,17,39,39
8,39,39,19,39
32,39,15,39,39
25,39,17,25,39
12,39,27,18,39
39,39,15,39,39
27,39,39,27,39
39,39,21,39,39
30,39,17,39,39
16,39,18,28,39
39,39,17,39,39
23,39,18,39,39
39,39,18,39,39
39,39,16,39,39
39,39,17,39,39
39,39,16,39,39
39,39,21,39,39
39,39,24,39,39
0,39,16,23,39
13,39,39,14,39
13,39,17,27,39
39,39,27,39,39
18,39,18,39,39
39,39,15,39,39
13,39,27,13,39
39,39,24,13,39
39,39,18,39,39
39,39,21,39,39
27,39,39,27,39
18,39,39,39,39
39,39,39,39,39
16,16,17,28,39
8,39,39,8,39
39,39,18,39,39
39,39,18,39,39
39,39,27,39,39
38,39,27,23,39
9,39,17,17,39
21,39,39,13,39
39,39,17,39,39
39,39,39,28,39
39,39,39,39,39
39,39,18,39,39
25,39,16,28,39
39,39,16,39,39
9,39,17,34,39
16,39,17,14,39
39,39,39,39,39
23,39,17,39,39
39,39,39,39,39
5,39,39,19,39
16,39,18,39,39
39,39,39,39,39
39,39,18,39,39
8,39,39,39,39
17,39,24,17,39
39,39,21,39,39
23,39,15,39,39
39,39,15,39,39
16,39,18,22,39
39,39,39,14,39
28,39,15,28,39
38,39,17,8,39
23,39,18,28,39
28,39,39,13,39
19,39,39,39,39
0,39,16,13,39
39,39,17,39,39
24,39,39,39,39
39,39,18,39,39
9,39,17,18,39
39,39,39,21,39
39,39,18,39,39
39,39,39,19,39
16,39,17,39,39
11,39,17,16,39
8,39,39,8,39
21,39,27,13,39
27,39,39,39,39
39,39,24,16,39
25,39,17,28,39
8,39,39,13,39
39,39,16,39,39
38,39,39,24,39
39,39,17,26,39
5,39,39,4,39
26,39,24,14,39
39,39,16,27,39
39,39,39,39,39
39,39,24,39,39
39,39,17,39,39
20,39,17,20,39
39,39,18,39,39
18,39,24,18,39
39,39,39,39,39
14,39,17,39,39
14,39,39,13,39
32,39,15,39,39
11,39,15,39,39
7,39,17,18,39
39,39,21,39,39
27,39,27,39,39
2,39,39,23,39
13,39,15,13,39
39,39,24,39,39
38,39,27,21,39
27,39,39,15,39
39,39,39,17,39
27,39,39,39,39
16,39,39,16,39
39,39,16,39,39
39,39,17,39,39
39,39,15,39,39
7,39,15,39,39
39,39,24,39,39
39,39,18,39,39
39,39,15,16,39
39,39,39,39,39
28,39,27,27,39
39,39,16,39,39
36,39,16,39,39
1,39,27,27,39
39,39,23,39,39
16,39,16,39,39
39,39,17,28,39
39,39,15,39,39
4,39,17,4,39
39,39,21,39,39
39,39,15,39,39
39,39,39,39,39
23,39,18,21,39
27,39,17,13,39
39,39,17,39,39
24,39,39,24,39
8,39,39,8,39
39,39,27,39,39
30,39,17,16,39
22,39,18,4,39
16,16,17,39,39
27,39,18,18,39
30,39,39,3,39
23,39,21,39,39
34,39,17,4,39
39,39,39,28,39
18,39,39,39,39
39,39,39,39,39
39,39,15,39,39
9,39,18,25,39
39,39,17,39,39
27,14,17,28,39
33,39,39,39,39
39,39,17,39,39
39,39,16,39,39
16,39,16,39,39
16,16,18,28,39
17,39,17,39,39
9,39,16,39,39
27,39,39,39,39
29,39,21,17,39
39,39,17,39,39
30,39,27,39,39
39,39,18,39,39
7,39,24,39,39
14,39,27,39,39
39,39,24,23,39
27,39,39,39,39
39,39,39,39,39
39,39,39,39,39
18,39,24,13,39
14,39,18,14,39
2,39,15,39,39
2,39,15,39,39
39,39,24,39,39
8,39,39,39,39
39,39,17,39,39
39,39,39,39,39
39,39,15,39,39
16,27,27,39,39
37,39,17,0,39
39,39,18,28,39
16,39,16,39,39
39,39,39,39,39
39,39,39,39,39
39,39,17,39,39
17,39,24,39,39
39,39,24,39,39
27,39,16,28,39
13,39,39,13,39
39,39,24,39,39
39,39,16,39,39
29,39,24,39,39
39,39,18,39,39
39,39,39,39,39
39,39,16,39,39
39,39,27,39,39
39,39,39,19,39
26,39,39,14,39
14,14,17,28,39
16,39,16,39,39
39,39,21,39,39
0,39,17,39,39
39,39,15,39,39
15,39,16,23,39
8,39,39,8,39
39,39,18,39,39
5,39,39,39,39
6,39,17,26,39
2,39,39,13,39
26,39,17,13,39
26,39,18,28,39
4,39,39,28,39
39,39,16,39,39
36,39,39,18,39
5,39,39,18,39
3,39,24,39,39
39,39,15,39,39
23,39,16,39,39
39,39,39,39,39
27,39,27,27,39
11,39,24,13,39
5,39,39,39,39
39,39,39,39,39
6,39,18,39,39
39,39,24,39,39
39,39,15,39,39
38,39,39,27,39
17,39,21,39,39
16,16,18,28,39
39,39,39,18,39
27,39,27,39,39
39,39,18,39,39
27,39,18,27,39
18,39,27,19,39
16,39,16,39,39
18,39,39,18,39
39,39,39,39,39
25,39,17,39,39
23,39,16,39,39
11,39,24,14,39
13,39,39,13,39
34,39,17,15,39
39,39,21,39,39
39,39,39,39,39
23,39,39,39,39
23,39,16,39,39
39,39,17,28,39
27,39,39,39,39
32,39,24,16,39
39,21,24,28,39
39,39,16,28,39
18,39,39,18,39
0,39,16,39,39
39,39,39,39,39
39,39,17,39,39
39,39,17,39,39
29,39,18,39,39
39,39,17,39,39
39,39,39,39,39
16,16,17,28,39
39,39,18,39,39
39,39,17,39,39
39,39,18,39,39
1,39,27,1,39
27,39,39,39,39
39,39,27,13,39
39,39,17,39,39
39,39,39,19,39
39,39,21,39,39
39,39,39,13,39
15,39,24,26,39
39,39,18,39,39
39,39,39,14,39
1,39,39,17,39
39,39,17,39,39
16,16,16,39,39
39,39,17,39,39
39,39,17,39,39
23,39,24,18,39
7,39,24,39,39
28,39,39,13,39
8,39,39,8,39
39,39,17,39,39
39,39,15,39,39
39,39,15,39,39
11,39,18,39,39
39,39,17,39,39
34,39,17,15,39
11,39,18,39,39
23,39,18,39,39
16,39,16,39,39
39,39,16,39,39
27,39,27,39,39
39,39,39,39,39
21,21,24,26,39
29,39,16,39,39
36,39,39,39,39
9,39,17,28,39
39,39,15,39,39
39,39,39,39,39
23,39,17,23,39
39,39,24,39,39
7,39,24,39,39
25,39,17,28,39
39,39,17,39,39
27,39,39,21,39
39,39,24,39,39
16,39,16,39,39
2,39,39,17,39
39,39,17,19,39
32,39,24,39,39
39,39,17,39,39
39,39,39,13,39
39,39,18,39,39
12,39,18,39,39
39,39,16,39,39
39,39,16,28,39
8,39,27,39,39
39,39,16,39,39
16,16,39,22,39
39,39,15,39,39
18,39,39,27,39
39,39,39,28,39
39,39,16,39,39
37,39,17,39,39
2,39,24,23,39
17,39,24,39,39
23,39,24,17,39
39,39,15,39,39
23,39,16,17,39
4,39,17,39,39
39,39,39,39,39
23,39,17,39,39
2,39,24,23,39
3,39,18,39,39
39,39,17,26,39
39,39,17,39,39
28,39,27,14,39
39,39,18,36,39
3,39,21,39,39
39,39,18,39,39
39,39,39,28,39
37,39,39,15,39
39,39,39,39,39
39,39,15,39,39
39,39,39,39,39
39,39,17,39,39
15,39,18,26,39
39,39,17,39,39
27,39,27,39,39
9,39,18,23,39
18,39,18,18,39
39,39,39,39,39
2,39,18,23,39
34,39,18,39,39
16,16,17,28,39
39,39,21,39,39
39,39,39,39,39
8,39,39,19,39
39,39,15,26,39
23,39,16,26,39
27,39,39,13,39
39,39,24,39,39
8,39,39,19,39
23,39,21,39,39
39,39,39,24,39
17,39,39,36,39
0,39,23,26,39
18,39,21,21,39
3,39,24,13,39
39,39,21,39,39
39,39,39,39,39
13,39,18,13,39
29,39,16,13,39
39,39,24,23,39
39,39,24,39,39
39,39,39,39,39
